Mapa_labirinto_2: .word 320, 168
.byte 0xC7,10,10,10,10,10,10,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,10,10,10,10,10,10,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,10,10,10,10,10,10,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,10,10,10,10,10,10,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,10,10,10,10,10,10,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,10,10,10,10,10,10,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,10,10,10,10,10,10,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,10,10,10,10,10,10,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,10,10,10,10,10,10,0xC7,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,0xC7,10,10,10,10,10,10,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,10,10,10,10,10,10,0xC7,
0xC7,1,1,0,0,1,1,0xC7,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,0xC7,1,1,0,0,1,1,0xC7,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,0xC7,1,1,0,0,1,1,0xC7,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,0xC7,1,1,0,0,1,1,0xC7,
0xC7,1,1,0,0,1,1,0xC7,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,0xC7,1,1,0,0,1,1,0xC7,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,0xC7,1,1,0,0,1,1,0xC7,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,0xC7,1,1,0,0,1,1,0xC7,
0xC7,1,1,0,0,1,1,0xC7,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,0xC7,1,1,0,0,1,1,0xC7,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,0xC7,1,1,0,0,1,1,0xC7,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,0xC7,1,1,0,0,1,1,0xC7,
0xC7,10,10,10,10,10,10,0xC7,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,0xC7,10,10,10,10,10,10,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,10,10,10,10,10,10,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,10,10,10,10,10,10,0xC7,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,0xC7,10,10,10,10,10,10,0xC7,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,0xC7,10,10,10,10,10,10,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,10,10,10,10,10,10,0xC7,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,0xC7,10,10,10,10,10,10,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,10,10,10,10,10,10,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,10,10,10,10,10,10,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,10,10,10,10,10,10,0xC7,
10,10,9,1,1,9,10,10,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,10,10,9,1,1,9,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,9,1,1,9,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,9,1,1,9,10,10,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,10,10,9,1,1,9,10,10,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,10,10,9,1,1,9,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,9,1,1,9,10,10,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,10,10,9,1,1,9,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,9,1,1,9,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,9,1,1,9,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,9,1,1,9,10,10,
10,9,1,1,1,1,9,10,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,1,1,1,1,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,1,1,1,1,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,1,1,1,1,9,10,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,1,1,1,1,9,10,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,1,1,1,1,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,1,1,1,1,9,10,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,1,1,1,1,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,1,1,1,1,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,1,1,1,1,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,1,1,1,1,9,10,
10,1,1,1,1,1,1,10,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,1,1,1,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,1,1,10,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,1,1,1,1,1,1,10,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,1,1,1,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,1,1,10,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,1,1,1,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,1,1,10,
10,1,1,1,1,1,1,10,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,10,1,1,1,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,1,1,10,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,10,1,1,1,1,1,1,10,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,10,1,1,1,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,1,1,10,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,10,1,1,1,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,1,1,10,
10,9,1,1,1,1,9,10,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,10,9,1,1,1,1,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,1,1,1,1,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,1,1,1,1,9,10,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,10,9,1,1,1,1,9,10,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,10,9,1,1,1,1,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,1,1,1,1,9,10,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,10,9,1,1,1,1,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,1,1,1,1,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,1,1,1,1,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,1,1,1,1,9,10,
10,10,9,1,1,9,10,10,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,10,9,1,1,9,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,9,1,1,9,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,9,1,1,9,10,10,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,10,9,1,1,9,10,10,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,10,9,1,1,9,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,9,1,1,9,10,10,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,1,10,1,10,1,1,1,10,10,9,1,1,9,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,9,1,1,9,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,9,1,1,9,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,9,1,1,9,10,10,
0xC7,10,10,10,10,10,10,0xC7,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,0xC7,10,10,10,10,10,10,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,10,10,10,10,10,10,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,10,10,10,10,10,10,0xC7,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,0xC7,10,10,10,10,10,10,0xC7,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,0xC7,10,10,10,10,10,10,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,10,10,10,10,10,10,0xC7,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,1,9,10,1,1,9,10,0,0xC7,10,10,10,10,10,10,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,10,10,10,10,10,10,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,10,10,10,10,10,10,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,0xC7,10,10,10,10,10,10,0xC7,
0xC7,1,1,0,0,1,1,0xC7,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,0xC7,1,1,0,0,1,1,0xC7,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,0xC7,1,1,0,0,1,1,0xC7,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,0xC7,1,1,0,0,1,1,0xC7,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,9,1,10,0,10,10,1,1,0xC7,1,1,0,0,1,1,0xC7,
0xC7,1,1,0,0,1,1,0xC7,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,0xC7,1,1,0,0,1,1,0xC7,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,0xC7,1,1,0,0,1,1,0xC7,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,0xC7,1,1,0,0,1,1,0xC7,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,1,1,10,1,10,10,10,1,0xC7,1,1,0,0,1,1,0xC7,
0xC7,1,1,0,0,1,1,0xC7,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,0xC7,1,1,0,0,1,1,0xC7,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,0xC7,1,1,0,0,1,1,0xC7,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,0xC7,1,1,0,0,1,1,0xC7,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,10,9,10,1,1,1,1,1,0xC7,1,1,0,0,1,1,0xC7,
0xC7,1,1,0,0,1,1,0xC7,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,0xC7,1,1,0,0,1,1,0xC7,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,0xC7,1,1,0,0,1,1,0xC7,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,0xC7,1,1,0,0,1,1,0xC7,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,10,10,10,1,10,10,1,1,0xC7,1,1,0,0,1,1,0xC7,
0xC7,1,1,0,0,1,1,0xC7,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,0xC7,1,1,0,0,1,1,0xC7,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,0xC7,1,1,0,0,1,1,0xC7,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,0xC7,1,1,0,0,1,1,0xC7,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,10,1,1,1,0xC7,1,1,0,0,1,1,0xC7,
0xC7,1,1,0,0,1,1,0xC7,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,0xC7,1,1,0,0,1,1,0xC7,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,0xC7,1,1,0,0,1,1,0xC7,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,0xC7,1,1,0,0,1,1,0xC7,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,1,1,10,1,10,9,1,1,0xC7,1,1,0,0,1,1,0xC7,
